Name,Distance from Cochin port,Distance from NW3 closest terminal,Name of the closest terminal
COCHIN RECLAIM & RUBBER,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
COCHIN RUBBER INDUSTRIES,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
COCHIN TRADING,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
KOCHI IMPEX,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
KOCHI BENNALE,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
COCHIN CHEMICALS & RUBBER PRODUCTS,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
COCHIN PACKERS,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
"COCHIN FOOD TECH P. LTD,",7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
COCHIN CADALAS P.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COCHIN CONDIMENTS P.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COCHIN COSMOS FOODS LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COCHIN DIES AND MOULDS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COCHIN FROZEN FOOD EXPORTS P. LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COCHIN RECLAIM & RUBBER,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COCHIN RUBBER INDUSTRIES,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COCHIN TRADING,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KOCHI IMPEX,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KOCHI BENNALE,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COCHIN CHEMICALS & RUBBER PRODUCTS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COCHIN PACKERS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
"COCHIN FOOD TECH P. LTD,",1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COCHIN CADALAS P.LTD.,30.449717495980156,7.313850201401928,Thannermukkom
COCHIN CONDIMENTS P.LTD.,30.449717495980156,7.313850201401928,Thannermukkom
COCHIN COSMOS FOODS LTD.,30.449717495980156,7.313850201401928,Thannermukkom
COCHIN DIES AND MOULDS,30.449717495980156,7.313850201401928,Thannermukkom
COCHIN FROZEN FOOD EXPORTS P. LTD.,30.449717495980156,7.313850201401928,Thannermukkom
COCHIN RECLAIM & RUBBER,30.449717495980156,7.313850201401928,Thannermukkom
COCHIN RUBBER INDUSTRIES,30.449717495980156,7.313850201401928,Thannermukkom
COCHIN TRADING,30.449717495980156,7.313850201401928,Thannermukkom
KOCHI IMPEX,30.449717495980156,7.313850201401928,Thannermukkom
KOCHI BENNALE,30.449717495980156,7.313850201401928,Thannermukkom
COCHIN CHEMICALS & RUBBER PRODUCTS,30.449717495980156,7.313850201401928,Thannermukkom
COCHIN PACKERS,30.449717495980156,7.313850201401928,Thannermukkom
"COCHIN FOOD TECH P. LTD,",30.449717495980156,7.313850201401928,Thannermukkom
COCHIN EXPORTS,6.983519953951737,2.8791395079967805,CEPZ (Kakkanadu)
COCHIN EXPORTS  ,6.983519953951737,2.8791395079967805,CEPZ (Kakkanadu)
COCHIN CADALAS P.LTD.,10.164889466483157,7.275384319673425,Maradu
COCHIN CONDIMENTS P.LTD.,10.164889466483157,7.275384319673425,Maradu
COCHIN COSMOS FOODS LTD.,10.164889466483157,7.275384319673425,Maradu
COCHIN DIES AND MOULDS,10.164889466483157,7.275384319673425,Maradu
COCHIN FROZEN FOOD EXPORTS P. LTD.,10.164889466483157,7.275384319673425,Maradu
COCHIN RECLAIM & RUBBER,10.164889466483157,7.275384319673425,Maradu
COCHIN RUBBER INDUSTRIES,10.164889466483157,7.275384319673425,Maradu
COCHIN TRADING,10.164889466483157,7.275384319673425,Maradu
KOCHI IMPEX,10.164889466483157,7.275384319673425,Maradu
KOCHI BENNALE,10.164889466483157,7.275384319673425,Maradu
COCHIN CHEMICALS & RUBBER PRODUCTS,10.164889466483157,7.275384319673425,Maradu
COCHIN PACKERS,10.164889466483157,7.275384319673425,Maradu
"COCHIN FOOD TECH P. LTD,",10.164889466483157,7.275384319673425,Maradu
COCHIN MINERALS AND RUTILE LTD.,18.265983302885743,1.5443212892369902,Aluva
COCHIN SURFACTANTS P.LTD.,14.873906230580245,5.899756641054357,Aluva
COCHIN TRADERS COCHIN,4.413807905523844,4.842354376793913,Bolgatty Island (CoPT land-on lease)
COCO  FIBRE TEX,49.83736831117566,1.8820905129966898,Alappuzha
COIMBATORE POTTERIES & REFRACTORIES,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
2F WIND POWER COIMBATORE PVT LTD,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
COIMBATORE SUPER ALLOYS P.LTD.,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
MIRACLE RECLAIM RUBBER COIMBATORE P.LTD.,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
COIMBATORE COTS & COATINGS LTD.,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
COIMBATORE POLYTEX,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
COIR FLEX,26.108332560616518,9.226641137992708,Vaikkom
COIR FLOOR FURNISHING CO.,51.439441896362936,0.7605570812753425,Alappuzha
COIR MATES INDIA,33.3313352376576,7.454581855876451,Thannermukkom
COMET EXPORTS,38.61956142343948,9.974637163803532,Thannermukkom
CONSOLIDATED WOOD INDUSTRIES,54.18500241298775,19.701908276978507,Alappuzha
COONOOR TEA ESTATES CO. LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
COVEMA FILAMENTS LTD.,8.817136227317906,1.6356428306012087,CEPZ (Kakkanadu)
CRAFT INDIA FOOTWEAR CALICUT,7.614609412985681,4.413024439507884,CEPZ (Kakkanadu)
CRESCENT INTERNATIONAL TYRE TREADS,20.05241366162006,4.93075739268789,Aluva
CROSSINGS INTERNATIONAL DISTRIBUTION,8.817136227317906,1.6356428306012087,CEPZ (Kakkanadu)
D.C. MILLS,42.98306787885171,8.399668593762177,Alappuzha
DEEPA AGENCIES,1.9633711877004516,2.327506503132738,Bolgatty Island (CoPT land-on lease)
DELSEA EXPORTS P.LTD.,4.413807905523844,4.842354376793913,Bolgatty Island (CoPT land-on lease)
DEVICOLAM DISTILLERIES LTD,6864.1067513324315,6845.298804186587,Aluva
DOLPHIN RUBBER INDUSTRIES,52.966995911432996,20.907228122122945,Alappuzha
DREAMS EXPORTS,82.75762873836285,7.157751572500097,Kayamkulam (Ayiramthengu)
DUSTAN WOOD,57.16081272746164,19.75932944474305,Alappuzha
DYNAMIC TECHNO MEDICALS PVT. LTD.,18.265983302885743,1.5443212892369902,Aluva
EASTERN RUG MILLS,51.439441896362936,0.7605570812753425,Alappuzha
EGATE INTERNATIONAL,5.050700395719161,3.7150089794644336,Maradu
EMMANUEL CASHEW INDUSTRIES,125.62620700688106,20.819013118908813,Kollam
ENGINEERED  ELASTOMER SOLUTIONS CO.,8.817136227317906,1.6356428306012087,CEPZ (Kakkanadu)
ESCON CHEMICAL COMPANY,25.089450435291134,6.780668009038842,Aluva
ESMARIO EXPORT ENTERPRISES,119.38323410945829,6.8385473789790305,Kollam
EVEREST WOOD INDUSTRIES,29.616644349791994,14.194021724229025,Aluva
EVERGREEN EXPORTS,0.32655734421592225,0.4997491584487901,Bolgatty Island (CoPT land-on lease)
EXCEL LEATHERS,3.9346083328527053,3.769313132097833,Bolgatty Island (CoPT land-on lease)
F.G.TRADING COMPANY,2.725397561065659,2.708424515677238,Bolgatty Island (CoPT land-on lease)
FAVOUR-ITA INTERNATIONAL,9.738940173861415,9.236546784549544,Maradu
FCI OEN CONNECTORS LTD.,5.050700395719161,3.7150089794644336,Maradu
FEBIN MARINE FOODS,15.477070691929644,12.689174341171066,Vaikkom
R.F. EXPORTS,15.477070691929644,12.689174341171066,Vaikkom
FIBER WONDERS,33.3313352376576,7.454581855876451,Thannermukkom
FIBRE WORLD,38.61956142343948,9.974637163803532,Thannermukkom
FILTROWIN INDUSTRIES,3.5166913748707236,3.9044919160941927,Bolgatty Island (CoPT land-on lease)
FINE ART EMPORIUM,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
FIVE STAR OFFSET PRINTERS,6.144903979920399,1.3864041875964412,Maradu
FOAM MATTINGS INDIA LTD.,51.95796181141848,1.731332318925418,Alappuzha
FOCUS APPARELS,123.58037266208305,95.05448467833483,Kottapuram
FOODCO DELICASIES INDIA P.LTD.,18.9736699494072,7.781984935702736,Vaikkom
FOOT WELL EXIM,126.37260086133097,97.95220307355456,Kottapuram
FRIENDS MARINE INDUSTRIES,15.477070691929644,12.689174341171066,Vaikkom
G.K.S BUSINESS ASSOCIATES,10.164889466483157,7.275384319673425,Maradu
GENERAL RUBBERS,44.595365773087174,17.94474438380167,Thannermukkom
GEO SEAFOODS,2.28667608697253,2.4023017357027223,Bolgatty Island (CoPT land-on lease)
GLENROCK RUBBER PRODUCTS P. LTD.,61.958464665648286,37.731070642498814,Thannermukkom
GLOBAL EXPORTERS,12.515179440581356,7.1384145235956975,CEPZ (Kakkanadu)
GLOBEX GLOVES,26.20280101114799,13.292469599075574,Aluva
GOOD EARTH ORGANIC,32.293436716729,14.0625687659546,Aluva
GRAND MARINE FOODS,10.164889466483157,7.275384319673425,Maradu
GRANDMAS FOOD PRODUCTS,34.12433964830768,26.342724412279935,CEPZ (Kakkanadu)
GREEN METHOD ENGINEERING P.LTD.,12.256869052234148,5.624411567178295,CEPZ (Kakkanadu)
GREEN VALLEY CONDIMENTS,25.15349995953106,9.102831607483825,Aluva
GREEN WORLD COIR EXPORTS,3.0809491753292595,0.8881516482863032,Willingdon Island (CoPT land-on lease)
GREENLEAF EXTRACTIONS PVT LTD,13.293640542467587,5.138630252618566,CEPZ (Kakkanadu)
GRIPPO POLYMERS,126.73766306768087,98.08347081601968,Kottapuram
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERAL DINESH BEEDI WORKERS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA AGRO MACHINERY CORPN. LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA CARDAMOM PROCESSING & MKTG.CO.LTD,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA CERAMICS LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA DINESH BEEDI WORKERS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA HOME FOOD STUFF EXPORT,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA MINERALS & METALS LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA RUBBER & RECLAIMS LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA STATE CASHEW WORKERS APEX INDSTL.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA STATE CO-OP.RUBBER MKT.FED.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA VILLAGE CRAFTS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
MORE COMPUTERS(KERALA)P.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
RAM BAHADUR THAKUR KERALA P. LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
TUSCANY KERALA GARMENTS P.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA ELECTRICAL&ALLIED ENGG.CO.LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA HANDICRATS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA KERAKARSHAKA FEDERATION LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA CONSTRUCTION SPECIALITIES,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA STATE ELECTRONIC DEV. CORPN. LTD.,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA PLANTATIONS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA STATE INDSTL.ENTERPRISES,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA SANGHEETHA NATAK ACCADEMY,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA SEA FOODS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
REGIONAL AGRO INDSTL.DEVELOPMENT CO.OP.OF KERALA L,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA EXPORTS,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA STATE CO-OPERATIVE FEDERATION FOR FISHERIES,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERALA IMPEX,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
KERAL DHARA,1.8728198472083997,0.7626300729550536,Willingdon Island (CoPT land-on lease)
HERBAL ISOLATES P. LTD.,17.76124208455345,10.007519912317903,CEPZ (Kakkanadu)
HIC-ABF SPECIAL FOODS P.LTD.,10.164889466483157,7.275384319673425,Maradu
HIGH SEAS EXIM,12.535833754800883,8.866591383178383,Maradu
HOLMARC OPTO-MECHATRONICS PVT LTD,13.293640542467587,5.138630252618566,CEPZ (Kakkanadu)
HYKA POLYURETHANELS,121.44160154341013,92.88645128134377,Kottapuram
ILLICKAL EXPORTS,60.961203561321135,42.770689158644025,Vaikkom
INDIAN AQUATIC PRODUCTS,117.79899909193574,8.35592104271684,Kollam
INDIAN MARINE INDUSTRIES,4.413807905523844,4.842354376793913,Bolgatty Island (CoPT land-on lease)
INFRA ELEVATORS INDIA,6.221889916603116,3.9845729721872343,CEPZ (Kakkanadu)
INNO MOTION TECHNOLOGIES,15.690639760506842,3.3035568111114006,Aluva
INSTITUTE OF MOBILE PHONE TECHNOLOGY P.LTD.,128.8680790390969,100.23698179609724,Kottapuram
INTEGRATED RUBIAN EXPORTS LTD.,10.164889466483157,7.275384319673425,Maradu
INTERCON WOOD INDUSTRIES,29.616644349791994,14.194021724229025,Aluva
J.B.C. INTERNATIONAL,38.61956142343948,9.974637163803532,Thannermukkom
JANATHA POLYMERS,85.18148969820867,10.83716947382562,Kayamkulam (Ayiramthengu)
JANSONS BALERS,51.852447474494234,0.6898212400367526,Alappuzha
JAYAKRISHNA COIRS,30.449717495980156,7.313850201401928,Thannermukkom
JAYASREE COIR MILLS,34.27890771837362,5.025025404028583,Thannermukkom
JEMSONS STARCH AND DERIVATIVES ,10.164889466483157,7.275384319673425,Maradu
JOSH RUBBERS,52.966995911432996,20.907228122122945,Alappuzha
JR EXPORT INDUSTRIES,51.439441896362936,0.7605570812753425,Alappuzha
K.K.R.AGRO MILLS P.LTD.,29.426245634626664,11.663172084167693,Aluva
K.K.R.FOOD PRODUCTS,29.426245634626664,11.663172084167693,Aluva
KAILAS CASHEW EXPORTS,117.92410075138682,15.858680688695548,Kollam
KAIRALI GRANITES,6.320216249217071,1.0337634212546833,Maradu
KAISONS RUBBERS,32.293436716729,14.0625687659546,Aluva
KALATHIL EXPORTS&IMPORTS,7.138139321991391,4.0627730748139905,Maradu
KALPAKA EXPORTS,61.45281469992794,3.480696318812603,Thrikunnappuzha
KALYAN SILKS TRICHUR P.LTD.,10.164889466483157,7.275384319673425,Maradu
KANNAN DEVAN HILLS PLANTATIONS,52.966995911432996,20.907228122122945,Alappuzha
KAY CEE CORPORATION,4.378239478606447,4.086756855127446,Bolgatty Island (CoPT land-on lease)
KAY KAY EXPORTS,9.738940173861415,9.236546784549544,Maradu
KEMTECH EXPORTS,30.449717495980156,7.313850201401928,Thannermukkom
KERA PALM CREATIONS,48.34938650204578,3.0399911238637722,Alappuzha
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,52.966995911432996,20.907228122122945,Alappuzha
KERAL DINESH BEEDI WORKERS,52.966995911432996,20.907228122122945,Alappuzha
KERALA AGRO MACHINERY CORPN. LTD.,52.966995911432996,20.907228122122945,Alappuzha
KERALA CARDAMOM PROCESSING & MKTG.CO.LTD,52.966995911432996,20.907228122122945,Alappuzha
KERALA CERAMICS LTD.,52.966995911432996,20.907228122122945,Alappuzha
KERALA DINESH BEEDI WORKERS,52.966995911432996,20.907228122122945,Alappuzha
KERALA HOME FOOD STUFF EXPORT,52.966995911432996,20.907228122122945,Alappuzha
KERALA MINERALS & METALS LTD.,52.966995911432996,20.907228122122945,Alappuzha
KERALA RUBBER & RECLAIMS LTD.,52.966995911432996,20.907228122122945,Alappuzha
KERALA STATE CASHEW WORKERS APEX INDSTL.,52.966995911432996,20.907228122122945,Alappuzha
KERALA STATE CO-OP.RUBBER MKT.FED.LTD.,52.966995911432996,20.907228122122945,Alappuzha
KERALA VILLAGE CRAFTS,52.966995911432996,20.907228122122945,Alappuzha
MORE COMPUTERS(KERALA)P.LTD.,52.966995911432996,20.907228122122945,Alappuzha
RAM BAHADUR THAKUR KERALA P. LTD.,52.966995911432996,20.907228122122945,Alappuzha
TUSCANY KERALA GARMENTS P.LTD.,52.966995911432996,20.907228122122945,Alappuzha
KERALA ELECTRICAL&ALLIED ENGG.CO.LTD.,52.966995911432996,20.907228122122945,Alappuzha
KERALA HANDICRATS,52.966995911432996,20.907228122122945,Alappuzha
KERALA KERAKARSHAKA FEDERATION LTD.,52.966995911432996,20.907228122122945,Alappuzha
KERALA CONSTRUCTION SPECIALITIES,52.966995911432996,20.907228122122945,Alappuzha
KERALA STATE ELECTRONIC DEV. CORPN. LTD.,52.966995911432996,20.907228122122945,Alappuzha
KERALA PLANTATIONS,52.966995911432996,20.907228122122945,Alappuzha
KERALA STATE INDSTL.ENTERPRISES,52.966995911432996,20.907228122122945,Alappuzha
KERALA SANGHEETHA NATAK ACCADEMY,52.966995911432996,20.907228122122945,Alappuzha
KERALA SEA FOODS,52.966995911432996,20.907228122122945,Alappuzha
REGIONAL AGRO INDSTL.DEVELOPMENT CO.OP.OF KERALA L,52.966995911432996,20.907228122122945,Alappuzha
KERALA EXPORTS,52.966995911432996,20.907228122122945,Alappuzha
KERALA STATE CO-OPERATIVE FEDERATION FOR FISHERIES,52.966995911432996,20.907228122122945,Alappuzha
KERALA IMPEX,52.966995911432996,20.907228122122945,Alappuzha
KERAL DHARA,52.966995911432996,20.907228122122945,Alappuzha
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,30.449717495980156,7.313850201401928,Thannermukkom
KERAL DINESH BEEDI WORKERS,30.449717495980156,7.313850201401928,Thannermukkom
KERALA AGRO MACHINERY CORPN. LTD.,30.449717495980156,7.313850201401928,Thannermukkom
KERALA CARDAMOM PROCESSING & MKTG.CO.LTD,30.449717495980156,7.313850201401928,Thannermukkom
KERALA CERAMICS LTD.,30.449717495980156,7.313850201401928,Thannermukkom
KERALA DINESH BEEDI WORKERS,30.449717495980156,7.313850201401928,Thannermukkom
KERALA HOME FOOD STUFF EXPORT,30.449717495980156,7.313850201401928,Thannermukkom
KERALA MINERALS & METALS LTD.,30.449717495980156,7.313850201401928,Thannermukkom
KERALA RUBBER & RECLAIMS LTD.,30.449717495980156,7.313850201401928,Thannermukkom
KERALA STATE CASHEW WORKERS APEX INDSTL.,30.449717495980156,7.313850201401928,Thannermukkom
KERALA STATE CO-OP.RUBBER MKT.FED.LTD.,30.449717495980156,7.313850201401928,Thannermukkom
KERALA VILLAGE CRAFTS,30.449717495980156,7.313850201401928,Thannermukkom
MORE COMPUTERS(KERALA)P.LTD.,30.449717495980156,7.313850201401928,Thannermukkom
RAM BAHADUR THAKUR KERALA P. LTD.,30.449717495980156,7.313850201401928,Thannermukkom
TUSCANY KERALA GARMENTS P.LTD.,30.449717495980156,7.313850201401928,Thannermukkom
KERALA ELECTRICAL&ALLIED ENGG.CO.LTD.,30.449717495980156,7.313850201401928,Thannermukkom
KERALA HANDICRATS,30.449717495980156,7.313850201401928,Thannermukkom
KERALA KERAKARSHAKA FEDERATION LTD.,30.449717495980156,7.313850201401928,Thannermukkom
KERALA CONSTRUCTION SPECIALITIES,30.449717495980156,7.313850201401928,Thannermukkom
KERALA STATE ELECTRONIC DEV. CORPN. LTD.,30.449717495980156,7.313850201401928,Thannermukkom
KERALA PLANTATIONS,30.449717495980156,7.313850201401928,Thannermukkom
KERALA STATE INDSTL.ENTERPRISES,30.449717495980156,7.313850201401928,Thannermukkom
KERALA SANGHEETHA NATAK ACCADEMY,30.449717495980156,7.313850201401928,Thannermukkom
KERALA SEA FOODS,30.449717495980156,7.313850201401928,Thannermukkom
REGIONAL AGRO INDSTL.DEVELOPMENT CO.OP.OF KERALA L,30.449717495980156,7.313850201401928,Thannermukkom
KERALA EXPORTS,30.449717495980156,7.313850201401928,Thannermukkom
